Rotated Filter (dFilter = 1.6, K_0 = 0.0001) for fluid with viscosity = 0.0479, density = 866.2
====================
| Row  | Phi_0_ | phi | theta | h   | method     | pressuredrop | runtime | FiltEST_runtime |
| 782  | 0.2    | 10  | 45    | 0.1 | "remove"   | 5.18691      | 14.344  | 367.0           |
| 783  | 0.2    | 10  | 45    | 0.1 | "midpoint" | 5.71278      | 14.695  | 358.25          |
| 784  | 0.2    | 10  | 40    | 0.4 | "K_JJ"     | 4.91629      | 0.35645 | 18.438          |
| 785  | 0.2    | 10  | 40    | 0.4 | "K_KC"     | 4.78385      | 0.32593 | 24.016          |
| 786  | 0.2    | 10  | 40    | 0.4 | "K_xi"     | 5.41946      | 0.33032 | 16.656          |
| 787  | 0.2    | 10  | 40    | 0.4 | "fill"     | 7.31882      | 0.37109 | 22.141          |
| 788  | 0.2    | 10  | 40    | 0.4 | "remove"   | 3.33578      | 0.323   | 22.031          |
| 789  | 0.2    | 10  | 40    | 0.4 | "midpoint" | 5.28131      | 0.3186  | 22.172          |
| 790  | 0.2    | 10  | 40    | 0.1 | "fill"     | 5.76153      | 13.992  | 365.25          |
| 791  | 0.2    | 10  | 40    | 0.1 | "remove"   | 4.77946      | 13.977  | 365.25          |
| 792  | 0.2    | 10  | 40    | 0.1 | "midpoint" | 5.26776      | 15.172  | 374.0           |
| 793  | 0.2    | 20  | 90    | 0.4 | "K_JJ"     | 6.678        | 0.31177 | 23.203          |
| 794  | 0.2    | 20  | 90    | 0.4 | "K_KC"     | 6.50075      | 0.27319 | 23.734          |
| 795  | 0.2    | 20  | 90    | 0.4 | "K_xi"     | 7.33174      | 0.30542 | 25.516          |
| 796  | 0.2    | 20  | 90    | 0.4 | "fill"     | 9.47827      | 0.30762 | 25.203          |
| 797  | 0.2    | 20  | 90    | 0.4 | "remove"   | 4.80525      | 0.2771  | 23.531          |
| 798  | 0.2    | 20  | 90    | 0.4 | "midpoint" | 7.08666      | 0.31787 | 23.516          |
| 799  | 0.2    | 20  | 90    | 0.1 | "fill"     | 7.86848      | 14.359  | 392.75          |
| 800  | 0.2    | 20  | 90    | 0.1 | "remove"   | 6.67884      | 14.102  | 374.25          |
| 801  | 0.2    | 20  | 90    | 0.1 | "midpoint" | 7.30834      | 13.922  | 379.75          |
| 802  | 0.2    | 20  | 85    | 0.4 | "K_JJ"     | 6.66403      | 0.31763 | 24.813          |
| 803  | 0.2    | 20  | 85    | 0.4 | "K_KC"     | 6.4885       | 0.31909 | 24.375          |
| 804  | 0.2    | 20  | 85    | 0.4 | "K_xi"     | 7.30941      | 0.27197 | 24.281          |
| 805  | 0.2    | 20  | 85    | 0.4 | "fill"     | 9.41686      | 0.31421 | 22.344          |
| 806  | 0.2    | 20  | 85    | 0.4 | "remove"   | 4.88448      | 0.29614 | 26.359          |
| 807  | 0.2    | 20  | 85    | 0.4 | "midpoint" | 7.13469      | 0.31226 | 24.313          |
| 808  | 0.2    | 20  | 85    | 0.1 | "fill"     | 7.82657      | 13.68   | 378.75          |
| 809  | 0.2    | 20  | 85    | 0.1 | "remove"   | 6.6707       | 13.852  | 373.5           |
| 810  | 0.2    | 20  | 85    | 0.1 | "midpoint" | 7.24917      | 13.773  | 378.25          |
| 811  | 0.2    | 20  | 80    | 0.4 | "K_JJ"     | 6.60179      | 0.32202 | 23.641          |
| 812  | 0.2    | 20  | 80    | 0.4 | "K_KC"     | 6.42699      | 0.30225 | 23.734          |
| 813  | 0.2    | 20  | 80    | 0.4 | "K_xi"     | 7.24438      | 0.2771  | 23.563          |
| 814  | 0.2    | 20  | 80    | 0.4 | "fill"     | 9.46453      | 0.30566 | 24.047          |
| 815  | 0.2    | 20  | 80    | 0.4 | "remove"   | 4.71928      | 0.33057 | 23.875          |
| 816  | 0.2    | 20  | 80    | 0.4 | "midpoint" | 7.04121      | 0.30371 | 24.766          |
| 817  | 0.2    | 20  | 80    | 0.1 | "fill"     | 7.77726      | 13.469  | 382.5           |
| 818  | 0.2    | 20  | 80    | 0.1 | "remove"   | 6.5882       | 14.188  | 367.25          |
| 819  | 0.2    | 20  | 80    | 0.1 | "midpoint" | 7.18259      | 13.828  | 360.0           |
| 820  | 0.2    | 20  | 75    | 0.4 | "K_JJ"     | 6.51078      | 0.31616 | 24.797          |
| 821  | 0.2    | 20  | 75    | 0.4 | "K_KC"     | 6.33952      | 0.33423 | 23.547          |
| 822  | 0.2    | 20  | 75    | 0.4 | "K_xi"     | 7.14404      | 0.32104 | 22.688          |
| 823  | 0.2    | 20  | 75    | 0.4 | "fill"     | 9.433        | 0.28271 | 25.766          |
| 824  | 0.2    | 20  | 75    | 0.4 | "remove"   | 4.5595       | 0.31836 | 25.0            |
| 825  | 0.2    | 20  | 75    | 0.4 | "midpoint" | 6.96709      | 0.32471 | 22.797          |
| 826  | 0.2    | 20  | 75    | 0.1 | "fill"     | 7.68055      | 14.297  | 388.0           |
| 827  | 0.2    | 20  | 75    | 0.1 | "remove"   | 6.46652      | 13.938  | 371.75          |
| 828  | 0.2    | 20  | 75    | 0.1 | "midpoint" | 7.07315      | 14.195  | 378.5           |
| 829  | 0.2    | 20  | 70    | 0.4 | "K_JJ"     | 6.38009      | 0.33252 | 24.203          |
| 830  | 0.2    | 20  | 70    | 0.4 | "K_KC"     | 6.21346      | 0.33545 | 22.766          |
| 831  | 0.2    | 20  | 70    | 0.4 | "K_xi"     | 7.00211      | 0.33032 | 25.906          |
| 832  | 0.2    | 20  | 70    | 0.4 | "fill"     | 9.31677      | 0.33008 | 25.063          |
| 833  | 0.2    | 20  | 70    | 0.4 | "remove"   | 4.4186       | 0.32422 | 23.609          |
| 834  | 0.2    | 20  | 70    | 0.4 | "midpoint" | 6.84424      | 0.31299 | 22.125          |
| 835  | 0.2    | 20  | 70    | 0.1 | "fill"     | 7.53727      | 13.953  | 376.25          |
| 836  | 0.2    | 20  | 70    | 0.1 | "remove"   | 6.30918      | 13.57   | 366.0           |
| 837  | 0.2    | 20  | 70    | 0.1 | "midpoint" | 6.92091      | 13.961  | 371.75          |
| 838  | 0.2    | 20  | 65    | 0.4 | "K_JJ"     | 6.21063      | 0.32007 | 23.188          |
| 839  | 0.2    | 20  | 65    | 0.4 | "K_KC"     | 6.04947      | 0.31128 | 21.469          |
| 840  | 0.2    | 20  | 65    | 0.4 | "K_xi"     | 6.81773      | 0.30859 | 22.125          |
| 841  | 0.2    | 20  | 65    | 0.4 | "fill"     | 9.12265      | 0.32202 | 22.203          |
| 842  | 0.2    | 20  | 65    | 0.4 | "remove"   | 4.26823      | 0.29907 | 22.234          |
| 843  | 0.2    | 20  | 65    | 0.4 | "midpoint" | 6.69323      | 0.33765 | 22.25           |
| 844  | 0.2    | 20  | 65    | 0.1 | "fill"     | 7.34356      | 14.328  | 382.75          |
| 845  | 0.2    | 20  | 65    | 0.1 | "remove"   | 6.11498      | 14.406  | 381.5           |
| 846  | 0.2    | 20  | 65    | 0.1 | "midpoint" | 6.72795      | 14.031  | 370.0           |
| 847  | 0.2    | 20  | 60    | 0.4 | "K_JJ"     | 5.99849      | 0.33521 | 22.297          |
| 848  | 0.2    | 20  | 60    | 0.4 | "K_KC"     | 5.84305      | 0.30957 | 23.219          |
| 849  | 0.2    | 20  | 60    | 0.4 | "K_xi"     | 6.58825      | 0.32764 | 23.391          |
| 850  | 0.2    | 20  | 60    | 0.4 | "fill"     | 8.88842      | 0.34546 | 22.234          |
| 851  | 0.2    | 20  | 60    | 0.4 | "remove"   | 4.05086      | 0.31445 | 24.016          |
| 852  | 0.2    | 20  | 60    | 0.4 | "midpoint" | 6.45334      | 0.32324 | 21.688          |
| 853  | 0.2    | 20  | 60    | 0.1 | "fill"     | 7.08852      | 13.727  | 372.75          |
| 854  | 0.2    | 20  | 60    | 0.1 | "remove"   | 5.87906      | 14.383  | 378.75          |
| 855  | 0.2    | 20  | 60    | 0.1 | "midpoint" | 6.48141      | 13.93   | 380.25          |
| 856  | 0.2    | 20  | 55    | 0.4 | "K_JJ"     | 5.74603      | 0.33545 | 23.797          |
| 857  | 0.2    | 20  | 55    | 0.4 | "K_KC"     | 5.59695      | 0.34692 | 22.844          |
| 858  | 0.2    | 20  | 55    | 0.4 | "K_xi"     | 6.31428      | 0.33032 | 23.844          |
| 859  | 0.2    | 20  | 55    | 0.4 | "fill"     | 8.57376      | 0.31567 | 21.797          |
| 860  | 0.2    | 20  | 55    | 0.4 | "remove"   | 3.86148      | 0.33057 | 22.875          |
| 861  | 0.2    | 20  | 55    | 0.4 | "midpoint" | 6.1789       | 0.37427 | 22.938          |
| 862  | 0.2    | 20  | 55    | 0.1 | "fill"     | 6.78556      | 14.727  | 370.5           |
| 863  | 0.2    | 20  | 55    | 0.1 | "remove"   | 5.60856      | 14.859  | 379.0           |
| 864  | 0.2    | 20  | 55    | 0.1 | "midpoint" | 6.19535      | 14.617  | 368.5           |
| 865  | 0.2    | 20  | 50    | 0.4 | "K_JJ"     | 5.44802      | 0.36157 | 23.172          |
| 866  | 0.2    | 20  | 50    | 0.4 | "K_KC"     | 5.30556      | 0.37817 | 21.813          |
| 867  | 0.2    | 20  | 50    | 0.4 | "K_xi"     | 5.99197      | 0.33447 | 23.094          |
| 868  | 0.2    | 20  | 50    | 0.4 | "fill"     | 8.19601      | 0.32349 | 25.656          |
| 869  | 0.2    | 20  | 50    | 0.4 | "remove"   | 3.64733      | 0.33496 | 23.547          |
| 870  | 0.2    | 20  | 50    | 0.4 | "midpoint" | 5.87475      | 0.34644 | 23.063          |
| 871  | 0.2    | 20  | 50    | 0.1 | "fill"     | 6.42676      | 13.828  | 363.5           |
| 872  | 0.2    | 20  | 50    | 0.1 | "remove"   | 5.30174      | 14.891  | 381.5           |
| 873  | 0.2    | 20  | 50    | 0.1 | "midpoint" | 5.86128      | 14.828  | 390.25          |
| 874  | 0.2    | 20  | 45    | 0.4 | "K_JJ"     | 5.10476      | 0.35718 | 24.188          |
| 875  | 0.2    | 20  | 45    | 0.4 | "K_KC"     | 4.96905      | 0.39966 | 23.563          |
| 876  | 0.2    | 20  | 45    | 0.4 | "K_xi"     | 5.62119      | 0.35376 | 23.672          |
| 877  | 0.2    | 20  | 45    | 0.4 | "fill"     | 7.7353       | 0.39893 | 23.344          |
| 878  | 0.2    | 20  | 45    | 0.4 | "remove"   | 3.40798      | 0.35156 | 22.438          |
| 879  | 0.2    | 20  | 45    | 0.4 | "midpoint" | 5.51421      | 0.36108 | 21.438          |
| 880  | 0.2    | 20  | 45    | 0.1 | "fill"     | 6.01701      | 15.359  | 383.5           |
| 881  | 0.2    | 20  | 45    | 0.1 | "remove"   | 4.95649      | 15.078  | 368.5           |
| 882  | 0.2    | 20  | 45    | 0.1 | "midpoint" | 5.48306      | 15.0    | 376.0           |
| 883  | 0.2    | 20  | 40    | 0.4 | "K_JJ"     | 4.71662      | 0.33984 | 22.156          |
| 884  | 0.2    | 20  | 40    | 0.4 | "K_KC"     | 4.58859      | 0.40137 | 24.359          |
| 885  | 0.2    | 20  | 40    | 0.4 | "K_xi"     | 5.20136      | 0.35132 | 23.125          |
| 886  | 0.2    | 20  | 40    | 0.4 | "fill"     | 7.11898      | 0.40479 | 23.344          |
| 887  | 0.2    | 20  | 40    | 0.4 | "remove"   | 3.15088      | 0.36011 | 23.953          |
| 888  | 0.2    | 20  | 40    | 0.4 | "midpoint" | 5.08388      | 0.38062 | 22.375          |
| 889  | 0.2    | 20  | 40    | 0.1 | "fill"     | 5.54419      | 15.133  | 368.0           |
| 890  | 0.2    | 20  | 40    | 0.1 | "remove"   | 4.56743      | 15.445  | 372.5           |
| 891  | 0.2    | 20  | 40    | 0.1 | "midpoint" | 5.05286      | 15.492  | 363.25          |
| 892  | 0.2    | 30  | 90    | 0.4 | "K_JJ"     | 6.30679      | 0.31299 | 22.766          |
| 893  | 0.2    | 30  | 90    | 0.4 | "K_KC"     | 6.14766      | 0.31226 | 24.297          |
| 894  | 0.2    | 30  | 90    | 0.4 | "K_xi"     | 6.91682      | 0.3186  | 23.813          |
| 895  | 0.2    | 30  | 90    | 0.4 | "fill"     | 9.27892      | 0.28857 | 21.781          |
| 896  | 0.2    | 30  | 90    | 0.4 | "remove"   | 4.55639      | 0.30249 | 23.094          |
| 897  | 0.2    | 30  | 90    | 0.4 | "midpoint" | 6.74708      | 0.29956 | 24.531          |
| 898  | 0.2    | 30  | 90    | 0.1 | "fill"     | 7.39672      | 13.992  | 354.25          |
| 899  | 0.2    | 30  | 90    | 0.1 | "remove"   | 6.26084      | 13.883  | 384.0           |
| 900  | 0.2    | 30  | 90    | 0.1 | "midpoint" | 6.80924      | 14.336  | 374.5           |
| 901  | 0.2    | 30  | 85    | 0.4 | "K_JJ"     | 6.28474      | 0.302   | 23.094          |
| 902  | 0.2    | 30  | 85    | 0.4 | "K_KC"     | 6.12291      | 0.28955 | 23.0            |
| 903  | 0.2    | 30  | 85    | 0.4 | "K_xi"     | 6.89726      | 0.31714 | 22.281          |
| 904  | 0.2    | 30  | 85    | 0.4 | "fill"     | 9.11338      | 0.32568 | 23.594          |
| 905  | 0.2    | 30  | 85    | 0.4 | "remove"   | 4.4501       | 0.32178 | 22.953          |
| 906  | 0.2    | 30  | 85    | 0.4 | "midpoint" | 6.72093      | 0.28857 | 23.781          |
| 907  | 0.2    | 30  | 85    | 0.1 | "fill"     | 7.38349      | 13.844  | 372.5           |
| 908  | 0.2    | 30  | 85    | 0.1 | "remove"   | 6.21826      | 14.633  | 364.75          |
| 909  | 0.2    | 30  | 85    | 0.1 | "midpoint" | 6.79934      | 14.273  | 378.75          |
| 910  | 0.2    | 30  | 80    | 0.4 | "K_JJ"     | 6.22473      | 0.32715 | 23.156          |
| 911  | 0.2    | 30  | 80    | 0.4 | "K_KC"     | 6.06341      | 0.31421 | 23.594          |
| 912  | 0.2    | 30  | 80    | 0.4 | "K_xi"     | 6.83254      | 0.32764 | 23.422          |
| 913  | 0.2    | 30  | 80    | 0.4 | "fill"     | 9.11701      | 0.32202 | 23.109          |
| 914  | 0.2    | 30  | 80    | 0.4 | "remove"   | 4.33646      | 0.31567 | 24.156          |
| 915  | 0.2    | 30  | 80    | 0.4 | "midpoint" | 6.69798      | 0.33057 | 22.938          |
| 916  | 0.2    | 30  | 80    | 0.1 | "fill"     | 7.33283      | 14.828  | 375.5           |
| 917  | 0.2    | 30  | 80    | 0.1 | "remove"   | 6.14132      | 14.508  | 366.0           |
| 918  | 0.2    | 30  | 80    | 0.1 | "midpoint" | 6.73612      | 14.891  | 374.5           |
| 919  | 0.2    | 30  | 75    | 0.4 | "K_JJ"     | 6.12924      | 0.29468 | 23.344          |
| 920  | 0.2    | 30  | 75    | 0.4 | "K_KC"     | 5.9705       | 0.32031 | 25.219          |
| 921  | 0.2    | 30  | 75    | 0.4 | "K_xi"     | 6.72912      | 0.30957 | 23.594          |
| 922  | 0.2    | 30  | 75    | 0.4 | "fill"     | 9.04244      | 0.31421 | 24.422          |
| 923  | 0.2    | 30  | 75    | 0.4 | "remove"   | 4.16857      | 0.32031 | 23.766          |
| 924  | 0.2    | 30  | 75    | 0.4 | "midpoint" | 6.58062      | 0.33472 | 25.781          |
| 925  | 0.2    | 30  | 75    | 0.1 | "fill"     | 7.23784      | 14.414  | 370.75          |
| 926  | 0.2    | 30  | 75    | 0.1 | "remove"   | 6.0263       | 14.508  | 381.0           |
| 927  | 0.2    | 30  | 75    | 0.1 | "midpoint" | 6.62987      | 14.055  | 371.25          |
| 928  | 0.2    | 30  | 70    | 0.4 | "K_JJ"     | 5.99818      | 0.3418  | 21.844          |
| 929  | 0.2    | 30  | 70    | 0.4 | "K_KC"     | 5.84353      | 0.34595 | 26.125          |
| 930  | 0.2    | 30  | 70    | 0.4 | "K_xi"     | 6.5866       | 0.34937 | 23.953          |
| 931  | 0.2    | 30  | 70    | 0.4 | "fill"     | 8.91384      | 0.34814 | 22.297          |
| 932  | 0.2    | 30  | 70    | 0.4 | "remove"   | 4.04654      | 0.31885 | 23.594          |
| 933  | 0.2    | 30  | 70    | 0.4 | "midpoint" | 6.42755      | 0.3269  | 23.25           |
| 934  | 0.2    | 30  | 70    | 0.1 | "fill"     | 7.09241      | 14.328  | 381.25          |
| 935  | 0.2    | 30  | 70    | 0.1 | "remove"   | 5.87542      | 14.313  | 380.25          |
| 936  | 0.2    | 30  | 70    | 0.1 | "midpoint" | 6.48119      | 14.5    | 374.5           |
| 937  | 0.2    | 30  | 65    | 0.4 | "K_JJ"     | 5.8296       | 0.32056 | 23.547          |
| 938  | 0.2    | 30  | 65    | 0.4 | "K_KC"     | 5.67974      | 0.3147  | 22.953          |
| 939  | 0.2    | 30  | 65    | 0.4 | "K_xi"     | 6.40345      | 0.35889 | 25.484          |
| 940  | 0.2    | 30  | 65    | 0.4 | "fill"     | 8.76223      | 0.31738 | 22.344          |
| 941  | 0.2    | 30  | 65    | 0.4 | "remove"   | 3.90333      | 0.33911 | 23.453          |
| 942  | 0.2    | 30  | 65    | 0.4 | "midpoint" | 6.26938      | 0.34277 | 24.391          |
| 943  | 0.2    | 30  | 65    | 0.1 | "fill"     | 6.89969      | 14.563  | 388.25          |
| 944  | 0.2    | 30  | 65    | 0.1 | "remove"   | 5.68954      | 14.375  | 384.25          |
| 945  | 0.2    | 30  | 65    | 0.1 | "midpoint" | 6.29419      | 14.961  | 368.5           |
| 946  | 0.2    | 30  | 60    | 0.4 | "K_JJ"     | 5.61445      | 0.34277 | 24.016          |
| 947  | 0.2    | 30  | 60    | 0.4 | "K_KC"     | 5.46912      | 0.38013 | 24.156          |
| 948  | 0.2    | 30  | 60    | 0.4 | "K_xi"     | 6.17248      | 0.34937 | 23.625          |
| 949  | 0.2    | 30  | 60    | 0.4 | "fill"     | 8.50272      | 0.34155 | 24.141          |
| 950  | 0.2    | 30  | 60    | 0.4 | "remove"   | 3.74394      | 0.32446 | 23.406          |
| 951  | 0.2    | 30  | 60    | 0.4 | "midpoint" | 6.07989      | 0.32983 | 24.828          |
| 952  | 0.2    | 30  | 60    | 0.1 | "fill"     | 6.6543       | 14.07   | 372.5           |
| 953  | 0.2    | 30  | 60    | 0.1 | "remove"   | 5.4696       | 14.922  | 390.75          |
| 954  | 0.2    | 30  | 60    | 0.1 | "midpoint" | 6.06013      | 14.734  | 369.25          |
| 955  | 0.2    | 30  | 55    | 0.4 | "K_JJ"     | 5.3742       | 0.34717 | 22.313          |
| 956  | 0.2    | 30  | 55    | 0.4 | "K_KC"     | 5.2348       | 0.33545 | 23.953          |
| 957  | 0.2    | 30  | 55    | 0.4 | "K_xi"     | 5.91014      | 0.3855  | 24.094          |
| 958  | 0.2    | 30  | 55    | 0.4 | "fill"     | 8.16671      | 0.34033 | 23.734          |
| 959  | 0.2    | 30  | 55    | 0.4 | "remove"   | 3.51415      | 0.33984 | 23.984          |
| 960  | 0.2    | 30  | 55    | 0.4 | "midpoint" | 5.81554      | 0.37866 | 23.734          |
| 961  | 0.2    | 30  | 55    | 0.1 | "fill"     | 6.35783      | 15.047  | 376.25          |
| 962  | 0.2    | 30  | 55    | 0.1 | "remove"   | 5.20954      | 14.867  | 377.5           |
| 963  | 0.2    | 30  | 55    | 0.1 | "midpoint" | 5.78091      | 14.594  | 359.25          |
| 964  | 0.2    | 30  | 50    | 0.4 | "K_JJ"     | 5.08633      | 0.34033 | 24.906          |
| 965  | 0.2    | 30  | 50    | 0.4 | "K_KC"     | 4.95346      | 0.3772  | 22.594          |
| 966  | 0.2    | 30  | 50    | 0.4 | "K_xi"     | 5.59807      | 0.35645 | 23.297          |
| 967  | 0.2    | 30  | 50    | 0.4 | "fill"     | 7.73247      | 0.37988 | 22.047          |
| 968  | 0.2    | 30  | 50    | 0.4 | "remove"   | 3.35742      | 0.33374 | 23.578          |
| 969  | 0.2    | 30  | 50    | 0.4 | "midpoint" | 5.49193      | 0.36084 | 24.266          |
| 970  | 0.2    | 30  | 50    | 0.1 | "fill"     | 6.01626      | 14.672  | 358.5           |
| 971  | 0.2    | 30  | 50    | 0.1 | "remove"   | 4.92236      | 14.922  | 373.5           |
| 972  | 0.2    | 30  | 50    | 0.1 | "midpoint" | 5.46587      | 15.273  | 375.0           |
| 973  | 0.2    | 30  | 45    | 0.4 | "K_JJ"     | 4.75687      | 0.39917 | 24.094          |
| 974  | 0.2    | 30  | 45    | 0.4 | "K_KC"     | 4.6303       | 0.36841 | 26.016          |
| 975  | 0.2    | 30  | 45    | 0.4 | "K_xi"     | 5.24182      | 0.38477 | 24.234          |
| 976  | 0.2    | 30  | 45    | 0.4 | "fill"     | 7.2636       | 0.41284 | 23.641          |
| 977  | 0.2    | 30  | 45    | 0.4 | "remove"   | 3.15113      | 0.36938 | 26.703          |
| 978  | 0.2    | 30  | 45    | 0.4 | "midpoint" | 5.14503      | 0.41699 | 22.516          |
| 979  | 0.2    | 30  | 45    | 0.1 | "fill"     | 5.61599      | 15.586  | 393.75          |
| 980  | 0.2    | 30  | 45    | 0.1 | "remove"   | 4.59352      | 15.75   | 402.5           |
| 981  | 0.2    | 30  | 45    | 0.1 | "midpoint" | 5.10233      | 15.266  | 389.75          |
| 982  | 0.2    | 30  | 40    | 0.4 | "K_JJ"     | 4.38671      | 0.41699 | 22.938          |
| 983  | 0.2    | 30  | 40    | 0.4 | "K_KC"     | 4.26701      | 0.34668 | 22.844          |
| 984  | 0.2    | 30  | 40    | 0.4 | "K_xi"     | 4.84098      | 0.36841 | 23.125          |
| 985  | 0.2    | 30  | 40    | 0.4 | "fill"     | 6.68141      | 0.47363 | 21.547          |
| 986  | 0.2    | 30  | 40    | 0.4 | "remove"   | 2.87673      | 0.40063 | 25.563          |
| 987  | 0.2    | 30  | 40    | 0.4 | "midpoint" | 4.72348      | 0.36621 | 23.172          |
| 988  | 0.2    | 30  | 40    | 0.1 | "fill"     | 5.16856      | 15.516  | 371.75          |
| 989  | 0.2    | 30  | 40    | 0.1 | "remove"   | 4.22835      | 15.789  | 362.0           |
| 990  | 0.2    | 30  | 40    | 0.1 | "midpoint" | 4.6937       | 15.195  | 373.25          |
| 991  | 0.2    | 40  | 90    | 0.4 | "K_JJ"     | 5.74016      | 0.34644 | 23.203          |
| 992  | 0.2    | 40  | 90    | 0.4 | "K_KC"     | 5.58948      | 0.34155 | 22.625          |
| 993  | 0.2    | 40  | 90    | 0.4 | "K_xi"     | 6.31363      | 0.35815 | 24.078          |
| 994  | 0.2    | 40  | 90    | 0.4 | "fill"     | 8.55649      | 0.34692 | 26.625          |
| 995  | 0.2    | 40  | 90    | 0.4 | "remove"   | 4.06724      | 0.34448 | 26.422          |
| 996  | 0.2    | 40  | 90    | 0.4 | "midpoint" | 6.24803      | 0.34473 | 23.953          |
| 997  | 0.2    | 40  | 90    | 0.1 | "fill"     | 6.73755      | 14.742  | 392.0           |
| 998  | 0.2    | 40  | 90    | 0.1 | "remove"   | 5.61843      | 14.43   | 381.0           |
| 999  | 0.2    | 40  | 90    | 0.1 | "midpoint" | 6.17362      | 14.734  | 373.25          |
| 1000 | 0.2    | 40  | 85    | 0.4 | "K_JJ"     | 5.72316      | 0.33569 | 23.953          |
| 1001 | 0.2    | 40  | 85    | 0.4 | "K_KC"     | 5.57456      | 0.33398 | 24.391          |
| 1002 | 0.2    | 40  | 85    | 0.4 | "K_xi"     | 6.29071      | 0.33203 | 22.766          |
| 1003 | 0.2    | 40  | 85    | 0.4 | "fill"     | 8.41057      | 0.3252  | 23.406          |
| 1004 | 0.2    | 40  | 85    | 0.4 | "remove"   | 3.94755      | 0.32886 | 22.984          |
| 1005 | 0.2    | 40  | 85    | 0.4 | "midpoint" | 6.15615      | 0.33252 | 22.094          |
| 1006 | 0.2    | 40  | 85    | 0.1 | "fill"     | 6.71669      | 14.375  | 375.5           |
| 1007 | 0.2    | 40  | 85    | 0.1 | "remove"   | 5.60802      | 14.328  | 376.25          |
| 1008 | 0.2    | 40  | 85    | 0.1 | "midpoint" | 6.16008      | 14.563  | 370.75          |
| 1009 | 0.2    | 40  | 80    | 0.4 | "K_JJ"     | 5.66378      | 0.32813 | 22.719          |
| 1010 | 0.2    | 40  | 80    | 0.4 | "K_KC"     | 5.51573      | 0.33154 | 24.266          |
| 1011 | 0.2    | 40  | 80    | 0.4 | "K_xi"     | 6.22626      | 0.32837 | 21.563          |
| 1012 | 0.2    | 40  | 80    | 0.4 | "fill"     | 8.37259      | 0.31738 | 22.406          |
| 1013 | 0.2    | 40  | 80    | 0.4 | "remove"   | 3.84492      | 0.33667 | 23.969          |
| 1014 | 0.2    | 40  | 80    | 0.4 | "midpoint" | 6.06593      | 0.3269  | 21.672          |
| 1015 | 0.2    | 40  | 80    | 0.1 | "fill"     | 6.66399      | 14.758  | 384.0           |
| 1016 | 0.2    | 40  | 80    | 0.1 | "remove"   | 5.5333       | 15.133  | 378.25          |
| 1017 | 0.2    | 40  | 80    | 0.1 | "midpoint" | 6.0965       | 14.773  | 380.5           |
| 1018 | 0.2    | 40  | 75    | 0.4 | "K_JJ"     | 5.56995      | 0.3418  | 24.047          |
| 1019 | 0.2    | 40  | 75    | 0.4 | "K_KC"     | 5.42447      | 0.34546 | 23.266          |
| 1020 | 0.2    | 40  | 75    | 0.4 | "K_xi"     | 6.12418      | 0.37158 | 22.141          |
| 1021 | 0.2    | 40  | 75    | 0.4 | "fill"     | 8.33748      | 0.33325 | 23.828          |
| 1022 | 0.2    | 40  | 75    | 0.4 | "remove"   | 3.72682      | 0.33447 | 22.609          |
| 1023 | 0.2    | 40  | 75    | 0.4 | "midpoint" | 5.99232      | 0.33521 | 22.125          |
| 1024 | 0.2    | 40  | 75    | 0.1 | "fill"     | 6.57375      | 14.836  | 379.25          |
| 1025 | 0.2    | 40  | 75    | 0.1 | "remove"   | 5.42835      | 14.07   | 375.25          |
| 1026 | 0.2    | 40  | 75    | 0.1 | "midpoint" | 5.99701      | 15.094  | 388.5           |
| 1027 | 0.2    | 40  | 70    | 0.4 | "K_JJ"     | 5.4421       | 0.35156 | 23.594          |
| 1028 | 0.2    | 40  | 70    | 0.4 | "K_KC"     | 5.30047      | 0.38501 | 23.344          |
| 1029 | 0.2    | 40  | 70    | 0.4 | "K_xi"     | 5.98474      | 0.35767 | 22.516          |
| 1030 | 0.2    | 40  | 70    | 0.4 | "fill"     | 8.22886      | 0.32373 | 23.125          |
| 1031 | 0.2    | 40  | 70    | 0.4 | "remove"   | 3.59706      | 0.34546 | 24.125          |
| 1032 | 0.2    | 40  | 70    | 0.4 | "midpoint" | 5.87155      | 0.38013 | 22.594          |
| 1033 | 0.2    | 40  | 70    | 0.1 | "fill"     | 6.43439      | 14.539  | 382.75          |
| 1034 | 0.2    | 40  | 70    | 0.1 | "remove"   | 5.28812      | 15.383  | 374.0           |
| 1035 | 0.2    | 40  | 70    | 0.1 | "midpoint" | 5.85815      | 15.133  | 382.0           |
| 1036 | 0.2    | 40  | 65    | 0.4 | "K_JJ"     | 5.27934      | 0.34766 | 25.016          |
| 1037 | 0.2    | 40  | 65    | 0.4 | "K_KC"     | 5.14228      | 0.34839 | 23.844          |
| 1038 | 0.2    | 40  | 65    | 0.4 | "K_xi"     | 5.80726      | 0.38428 | 24.828          |
| 1039 | 0.2    | 40  | 65    | 0.4 | "fill"     | 8.0353       | 0.33765 | 24.047          |
| 1040 | 0.2    | 40  | 65    | 0.4 | "remove"   | 3.46032      | 0.33984 | 23.063          |
| 1041 | 0.2    | 40  | 65    | 0.4 | "midpoint" | 5.69644      | 0.36499 | 23.422          |
| 1042 | 0.2    | 40  | 65    | 0.1 | "fill"     | 6.24477      | 14.867  | 377.75          |
| 1043 | 0.2    | 40  | 65    | 0.1 | "remove"   | 5.11094      | 14.609  | 372.75          |
| 1044 | 0.2    | 40  | 65    | 0.1 | "midpoint" | 5.67496      | 14.305  | 381.75          |
